Split,Class,Width,Height,Mode,Format,Path
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_333.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_334.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_335.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_336.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_337.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_338.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_339.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_34.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_340.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_341.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_342.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_343.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_344.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_345.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_346.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_347.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_348.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_349.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_35.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_350.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_351.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_352.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_353.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_354.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_355.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_356.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_357.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_358.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_359.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_36.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_360.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_361.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_362.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_363.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_364.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_365.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_366.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_367.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_368.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_369.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_37.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_370.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_371.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_372.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_373.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_374.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_375.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_376.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_377.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_378.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_379.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_38.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_380.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_381.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_382.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_383.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_384.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_385.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_386.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_387.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_388.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_389.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_39.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_390.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_391.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_392.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_393.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_394.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_395.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_396.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_397.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_398.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_399.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_4.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_40.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_400.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_401.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_402.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_403.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_404.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_405.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_406.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_407.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_408.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_409.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_41.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_410.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_411.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_412.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_413.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_414.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_415.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_416.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_417.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_418.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_419.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_42.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_420.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_421.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_422.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_423.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_424.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_425.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_426.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_427.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_428.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_429.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_43.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_430.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_431.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_432.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_433.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_434.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_435.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_436.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_437.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_438.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_439.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_44.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_440.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_441.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_442.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_443.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_444.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_445.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_446.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_447.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_448.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_449.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_45.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_450.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_451.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_452.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_453.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_454.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_455.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_456.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_457.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_458.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_459.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_46.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_460.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_461.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_462.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_463.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_464.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_465.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_466.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_467.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_468.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_469.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_47.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_470.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_471.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_472.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_473.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_474.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_475.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_476.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_477.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_478.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_479.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_48.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_480.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_481.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_482.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_483.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_484.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_485.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_486.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_487.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_488.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_489.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_49.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_490.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_491.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_492.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_493.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_494.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_495.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_496.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_497.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_498.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_499.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_5.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_50.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_500.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_501.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_502.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_503.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_504.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_505.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_506.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_507.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_508.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_509.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_51.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_510.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_511.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_512.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_513.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_514.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_515.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_516.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_517.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_518.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_519.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_52.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_520.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_521.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_522.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_523.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_524.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_525.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_526.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_527.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_528.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_529.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_53.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_530.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_531.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_532.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_533.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_534.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_535.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_536.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_537.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_538.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_539.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_54.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_540.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_541.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_542.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_543.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_544.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_545.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_546.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_547.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_548.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_549.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_55.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_550.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_551.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_552.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_553.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_554.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_555.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_556.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_557.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_558.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_559.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_56.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_560.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_561.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_562.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_563.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_564.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_565.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_566.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_567.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_568.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_569.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_57.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_570.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_571.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_572.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_573.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_574.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_575.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_576.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_577.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_578.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_579.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_58.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_580.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_581.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_582.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_583.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_584.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_585.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_586.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_587.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_588.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_589.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_59.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_590.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_591.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_592.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_593.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_594.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_595.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_596.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_597.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_598.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_599.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_6.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_60.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_600.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_601.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_602.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_603.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_604.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_605.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_606.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_607.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_608.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_609.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_61.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_610.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_611.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_612.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_613.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_614.jpg
Training,glioma,512,512,RGB,JPEG,Dataset\Training\glioma\Tr-gl_615.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_616.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_617.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_618.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_619.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_62.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_620.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_621.jpg
Training,glioma,512,512,L,JPEG,Dataset\Training\glioma\Tr-gl_622.jpg
